monthly_pay_period_number,mqy-end_flag,pay_date,pay_date_sequence,pay_group_code,pay_group,pay_period_id,period_closed,period_end_date,period_start_date,period_type_code,period_type
1,None,2019-03-08 00:00:00,1,DOCTOR,Doctor BiWeekly,1649,Y,2019-03-02 00:00:00,2019-02-17 00:00:00,R,Reg
1,None,2019-03-08 00:00:00,1,HOURLY,Hourly BiWeekly,1597,Y,2019-03-02 00:00:00,2019-02-17 00:00:00,R,Reg
1,None,2019-03-08 00:00:00,1,SALARY,Salaried Biweekly,1623,Y,2019-03-02 00:00:00,2019-02-17 00:00:00,R,Reg
1,None,2019-04-05 00:00:00,1,DOCTOR,Doctor BiWeekly,1651,Y,2019-03-30 00:00:00,2019-03-17 00:00:00,R,Reg
1,None,2019-04-05 00:00:00,1,HOURLY,Hourly BiWeekly,1599,Y,2019-03-30 00:00:00,2019-03-17 00:00:00,R,Reg
1,None,2019-04-05 00:00:00,1,SALARY,Salaried Biweekly,1625,Y,2019-03-30 00:00:00,2019-03-17 00:00:00,R,Reg
1,None,2019-04-26 00:00:00,1,DOCTM,Doctor Monthly,1699,Y,2019-04-30 00:00:00,2019-04-01 00:00:00,R,Reg
1,None,2019-05-03 00:00:00,1,DOCTOR,Doctor BiWeekly,1653,Y,2019-04-27 00:00:00,2019-04-14 00:00:00,R,Reg
1,None,2019-05-03 00:00:00,1,HOURLY,Hourly BiWeekly,1601,Y,2019-04-27 00:00:00,2019-04-14 00:00:00,R,Reg
1,None,2019-05-03 00:00:00,1,SALARY,Salaried Biweekly,1627,Y,2019-04-27 00:00:00,2019-04-14 00:00:00,R,Reg
1,None,2019-05-28 00:00:00,1,DOCTM,Doctor Monthly,1700,Y,2019-05-31 00:00:00,2019-05-01 00:00:00,R,Reg
1,None,2019-06-14 00:00:00,1,DOCTOR,Doctor BiWeekly,1656,Y,2019-06-08 00:00:00,2019-05-26 00:00:00,R,Reg
1,None,2019-06-14 00:00:00,1,HOURLY,Hourly BiWeekly,1604,Y,2019-06-08 00:00:00,2019-05-26 00:00:00,R,Reg
1,None,2019-06-14 00:00:00,1,SALARY,Salaried Biweekly,1630,Y,2019-06-08 00:00:00,2019-05-26 00:00:00,R,Reg
1,None,2019-07-12 00:00:00,1,DOCTOR,Doctor BiWeekly,1658,Y,2019-07-06 00:00:00,2019-06-23 00:00:00,R,Reg
1,None,2019-07-12 00:00:00,1,HOURLY,Hourly BiWeekly,1606,Y,2019-07-06 00:00:00,2019-06-23 00:00:00,R,Reg
1,None,2019-07-12 00:00:00,1,SALARY,Salaried Biweekly,1632,Y,2019-07-06 00:00:00,2019-06-23 00:00:00,R,Reg
1,None,2019-07-26 00:00:00,1,DOCTM,Doctor Monthly,1702,Y,2019-07-31 00:00:00,2019-07-01 00:00:00,R,Reg
1,None,2019-08-09 00:00:00,1,DOCTOR,Doctor BiWeekly,1660,Y,2019-08-03 00:00:00,2019-07-21 00:00:00,R,Reg
1,None,2019-08-09 00:00:00,1,HOURLY,Hourly BiWeekly,1608,Y,2019-08-03 00:00:00,2019-07-21 00:00:00,R,Reg
1,None,2019-08-09 00:00:00,1,SALARY,Salaried Biweekly,1634,Y,2019-08-03 00:00:00,2019-07-21 00:00:00,R,Reg
1,None,2019-08-28 00:00:00,1,DOCTM,Doctor Monthly,1703,Y,2019-08-31 00:00:00,2019-08-01 00:00:00,R,Reg
1,None,2019-09-06 00:00:00,1,DOCTOR,Doctor BiWeekly,1662,Y,2019-08-31 00:00:00,2019-08-18 00:00:00,R,Reg
1,None,2019-09-06 00:00:00,1,HOURLY,Hourly BiWeekly,1610,Y,2019-08-31 00:00:00,2019-08-18 00:00:00,R,Reg
1,None,2019-09-06 00:00:00,1,SALARY,Salaried Biweekly,1636,Y,2019-08-31 00:00:00,2019-08-18 00:00:00,R,Reg
1,None,2019-10-04 00:00:00,1,DOCTOR,Doctor BiWeekly,1664,Y,2019-09-28 00:00:00,2019-09-15 00:00:00,R,Reg
1,None,2019-10-04 00:00:00,1,HOURLY,Hourly BiWeekly,1612,Y,2019-09-28 00:00:00,2019-09-15 00:00:00,R,Reg
1,None,2019-10-04 00:00:00,1,SALARY,Salaried Biweekly,1638,Y,2019-09-28 00:00:00,2019-09-15 00:00:00,R,Reg
1,None,2019-10-28 00:00:00,1,DOCTM,Doctor Monthly,1705,Y,2019-10-31 00:00:00,2019-10-01 00:00:00,R,Reg
1,None,2019-11-01 00:00:00,1,DOCTOR,Doctor BiWeekly,1666,Y,2019-10-26 00:00:00,2019-10-13 00:00:00,R,Reg
1,None,2019-11-01 00:00:00,1,HOURLY,Hourly BiWeekly,1614,Y,2019-10-26 00:00:00,2019-10-13 00:00:00,R,Reg
1,None,2019-11-01 00:00:00,1,SALARY,Salaried Biweekly,1640,Y,2019-10-26 00:00:00,2019-10-13 00:00:00,R,Reg
1,None,2019-11-28 00:00:00,1,DOCTM,Doctor Monthly,1706,Y,2019-11-30 00:00:00,2019-11-01 00:00:00,R,Reg
1,None,2019-12-13 00:00:00,1,DOCTOR,Doctor BiWeekly,1669,Y,2019-12-07 00:00:00,2019-11-24 00:00:00,R,Reg
1,None,2019-12-13 00:00:00,1,HOURLY,Hourly BiWeekly,1617,Y,2019-12-07 00:00:00,2019-11-24 00:00:00,R,Reg
1,None,2019-12-13 00:00:00,1,SALARY,Salaried Biweekly,1643,Y,2019-12-07 00:00:00,2019-11-24 00:00:00,R,Reg
1,None,2020-01-10 00:00:00,1,DOCTOR,Doctor BiWeekly,1732,Y,2020-01-04 00:00:00,2019-12-22 00:00:00,R,Reg
1,None,2020-01-10 00:00:00,1,HOURLY,Hourly BiWeekly,1758,Y,2020-01-04 00:00:00,2019-12-22 00:00:00,R,Reg
1,None,2020-01-10 00:00:00,1,SALARY,Salaried Biweekly,1784,Y,2020-01-04 00:00:00,2019-12-22 00:00:00,R,Reg
1,None,2020-01-27 00:00:00,1,DOCTM,Doctor Monthly,1720,Y,2020-01-31 00:00:00,2020-01-01 00:00:00,R,Reg
1,None,2020-02-07 00:00:00,1,DOCTOR,Doctor BiWeekly,1734,Y,2020-02-01 00:00:00,2020-01-19 00:00:00,R,Reg
1,None,2020-02-07 00:00:00,1,HOURLY,Hourly BiWeekly,1760,Y,2020-02-01 00:00:00,2020-01-19 00:00:00,R,Reg
1,None,2020-02-07 00:00:00,1,SALARY,Salaried Biweekly,1786,Y,2020-02-01 00:00:00,2020-01-19 00:00:00,R,Reg
1,None,2020-02-27 00:00:00,1,DOCTM,Doctor Monthly,1721,Y,2020-02-29 00:00:00,2020-02-01 00:00:00,R,Reg
1,None,2020-03-06 00:00:00,1,DOCTOR,Doctor BiWeekly,1736,Y,2020-02-29 00:00:00,2020-02-16 00:00:00,R,Reg
1,None,2020-03-06 00:00:00,1,HOURLY,Hourly BiWeekly,1762,Y,2020-02-29 00:00:00,2020-02-16 00:00:00,R,Reg
1,None,2020-03-06 00:00:00,1,SALARY,Salaried Biweekly,1788,Y,2020-02-29 00:00:00,2020-02-16 00:00:00,R,Reg
1,None,2020-03-27 00:00:00,1,DOCTM,Doctor Monthly,1722,Y,2020-03-31 00:00:00,2020-03-01 00:00:00,R,Reg
1,None,2020-04-03 00:00:00,1,DOCTOR,Doctor BiWeekly,1738,Y,2020-03-28 00:00:00,2020-03-15 00:00:00,R,Reg
1,None,2020-04-03 00:00:00,1,HOURLY,Hourly BiWeekly,1764,Y,2020-03-28 00:00:00,2020-03-15 00:00:00,R,Reg
1,None,2020-04-03 00:00:00,1,SALARY,Salaried Biweekly,1790,Y,2020-03-28 00:00:00,2020-03-15 00:00:00,R,Reg
1,None,2020-04-27 00:00:00,1,DOCTM,Doctor Monthly,1723,Y,2020-04-30 00:00:00,2020-04-01 00:00:00,R,Reg
1,None,2020-05-01 00:00:00,1,DOCTOR,Doctor BiWeekly,1740,Y,2020-04-25 00:00:00,2020-04-12 00:00:00,R,Reg
1,None,2020-05-01 00:00:00,1,HOURLY,Hourly BiWeekly,1766,Y,2020-04-25 00:00:00,2020-04-12 00:00:00,R,Reg
1,None,2020-05-01 00:00:00,1,SALARY,Salaried Biweekly,1792,Y,2020-04-25 00:00:00,2020-04-12 00:00:00,R,Reg
1,None,2020-05-27 00:00:00,1,DOCTM,Doctor Monthly,1724,Y,2020-05-31 00:00:00,2020-05-01 00:00:00,R,Reg
1,None,2020-06-12 00:00:00,1,DOCTOR,Doctor BiWeekly,1743,Y,2020-06-06 00:00:00,2020-05-24 00:00:00,R,Reg
1,None,2020-06-12 00:00:00,1,HOURLY,Hourly BiWeekly,1769,Y,2020-06-06 00:00:00,2020-05-24 00:00:00,R,Reg
1,None,2020-06-12 00:00:00,1,SALARY,Salaried Biweekly,1795,Y,2020-06-06 00:00:00,2020-05-24 00:00:00,R,Reg
1,None,2020-06-26 00:00:00,1,DOCTM,Doctor Monthly,1725,Y,2020-06-30 00:00:00,2020-06-01 00:00:00,R,Reg
1,None,2020-07-10 00:00:00,1,DOCTOR,Doctor BiWeekly,1745,Y,2020-07-04 00:00:00,2020-06-21 00:00:00,R,Reg
1,None,2020-07-10 00:00:00,1,HOURLY,Hourly BiWeekly,1771,Y,2020-07-04 00:00:00,2020-06-21 00:00:00,R,Reg
1,None,2020-07-10 00:00:00,1,SALARY,Salaried Biweekly,1797,Y,2020-07-04 00:00:00,2020-06-21 00:00:00,R,Reg
1,None,2020-07-27 00:00:00,1,DOCTM,Doctor Monthly,1726,Y,2020-07-31 00:00:00,2020-07-01 00:00:00,R,Reg
1,None,2020-08-07 00:00:00,1,DOCTOR,Doctor BiWeekly,1747,Y,2020-08-01 00:00:00,2020-07-19 00:00:00,R,Reg
1,None,2020-08-07 00:00:00,1,HOURLY,Hourly BiWeekly,1773,Y,2020-08-01 00:00:00,2020-07-19 00:00:00,R,Reg
1,None,2020-08-07 00:00:00,1,SALARY,Salaried Biweekly,1799,Y,2020-08-01 00:00:00,2020-07-19 00:00:00,R,Reg
1,None,2020-08-27 00:00:00,1,DOCTM,Doctor Monthly,1727,N,2020-08-31 00:00:00,2020-08-01 00:00:00,R,Reg
1,None,2020-09-04 00:00:00,1,DOCTOR,Doctor BiWeekly,1749,Y,2020-08-29 00:00:00,2020-08-16 00:00:00,R,Reg
1,None,2020-09-04 00:00:00,1,HOURLY,Hourly BiWeekly,1775,Y,2020-08-29 00:00:00,2020-08-16 00:00:00,R,Reg
1,None,2020-09-04 00:00:00,1,SALARY,Salaried Biweekly,1801,Y,2020-08-29 00:00:00,2020-08-16 00:00:00,R,Reg
1,None,2020-09-25 00:00:00,1,DOCTM,Doctor Monthly,1728,Y,2020-09-30 00:00:00,2020-09-01 00:00:00,R,Reg
1,None,2020-10-02 00:00:00,1,DOCTOR,Doctor BiWeekly,1751,Y,2020-09-26 00:00:00,2020-09-13 00:00:00,R,Reg
1,None,2020-10-02 00:00:00,1,HOURLY,Hourly BiWeekly,1777,Y,2020-09-26 00:00:00,2020-09-13 00:00:00,R,Reg
1,None,2020-10-02 00:00:00,1,SALARY,Salaried Biweekly,1803,Y,2020-09-26 00:00:00,2020-09-13 00:00:00,R,Reg
1,None,2020-10-27 00:00:00,1,DOCTM,Doctor Monthly,1729,N,2020-10-31 00:00:00,2020-10-01 00:00:00,R,Reg
1,None,2020-11-13 00:00:00,1,DOCTOR,Doctor BiWeekly,1754,Y,2020-11-07 00:00:00,2020-10-25 00:00:00,R,Reg
1,None,2020-11-13 00:00:00,1,HOURLY,Hourly BiWeekly,1780,Y,2020-11-07 00:00:00,2020-10-25 00:00:00,R,Reg
1,None,2020-11-13 00:00:00,1,SALARY,Salaried Biweekly,1806,Y,2020-11-07 00:00:00,2020-10-25 00:00:00,R,Reg
1,None,2020-11-27 00:00:00,1,DOCTM,Doctor Monthly,1730,Y,2020-11-30 00:00:00,2020-11-01 00:00:00,R,Reg
1,None,2020-12-11 00:00:00,1,DOCTOR,Doctor BiWeekly,1756,Y,2020-12-05 00:00:00,2020-11-22 00:00:00,R,Reg
1,None,2020-12-11 00:00:00,1,HOURLY,Hourly BiWeekly,1782,Y,2020-12-05 00:00:00,2020-11-22 00:00:00,R,Reg
1,None,2020-12-11 00:00:00,1,SALARY,Salaried Biweekly,1808,Y,2020-12-05 00:00:00,2020-11-22 00:00:00,R,Reg
1,None,2021-01-08 00:00:00,1,DOCTOR,Doctor BiWeekly,1923,Y,2021-01-02 00:00:00,2020-12-20 00:00:00,R,Reg
1,None,2021-01-08 00:00:00,1,HOURLY,Hourly BiWeekly,1859,Y,2021-01-02 00:00:00,2020-12-20 00:00:00,R,Reg
1,None,2021-01-08 00:00:00,1,SALARY,Salaried Biweekly,1885,Y,2021-01-02 00:00:00,2020-12-20 00:00:00,R,Reg
1,None,2021-01-27 00:00:00,1,DOCTM,Doctor Monthly,1911,Y,2021-01-31 00:00:00,2021-01-01 00:00:00,R,Reg
1,None,2021-02-05 00:00:00,1,DOCTOR,Doctor BiWeekly,1925,Y,2021-01-30 00:00:00,2021-01-17 00:00:00,R,Reg
1,None,2021-02-05 00:00:00,1,HOURLY,Hourly BiWeekly,1861,Y,2021-01-30 00:00:00,2021-01-17 00:00:00,R,Reg
1,None,2021-02-05 00:00:00,1,SALARY,Salaried Biweekly,1887,Y,2021-01-30 00:00:00,2021-01-17 00:00:00,R,Reg
1,None,2021-02-26 00:00:00,1,DOCTM,Doctor Monthly,1912,N,2021-02-28 00:00:00,2021-02-01 00:00:00,R,Reg
1,None,2021-03-05 00:00:00,1,DOCTOR,Doctor BiWeekly,1927,Y,2021-02-27 00:00:00,2021-02-14 00:00:00,R,Reg
1,None,2021-03-05 00:00:00,1,HOURLY,Hourly BiWeekly,1863,Y,2021-02-27 00:00:00,2021-02-14 00:00:00,R,Reg
1,None,2021-03-05 00:00:00,1,SALARY,Salaried Biweekly,1889,Y,2021-02-27 00:00:00,2021-02-14 00:00:00,R,Reg
1,None,2021-04-02 00:00:00,1,DOCTOR,Doctor BiWeekly,1929,Y,2021-03-27 00:00:00,2021-03-14 00:00:00,R,Reg
1,None,2021-04-02 00:00:00,1,HOURLY,Hourly BiWeekly,1865,Y,2021-03-27 00:00:00,2021-03-14 00:00:00,R,Reg
1,None,2021-04-02 00:00:00,1,SALARY,Salaried Biweekly,1891,Y,2021-03-27 00:00:00,2021-03-14 00:00:00,R,Reg
1,None,2021-04-27 00:00:00,1,DOCTM,Doctor Monthly,1914,Y,2021-04-30 00:00:00,2021-04-01 00:00:00,R,Reg
1,None,2021-05-14 00:00:00,1,DOCTOR,Doctor BiWeekly,1932,Y,2021-05-08 00:00:00,2021-04-25 00:00:00,R,Reg
1,None,2021-05-14 00:00:00,1,HOURLY,Hourly BiWeekly,1868,Y,2021-05-08 00:00:00,2021-04-25 00:00:00,R,Reg
1,None,2021-05-14 00:00:00,1,SALARY,Salaried Biweekly,1894,Y,2021-05-08 00:00:00,2021-04-25 00:00:00,R,Reg
1,None,2021-05-27 00:00:00,1,DOCTM,Doctor Monthly,1915,Y,2021-05-31 00:00:00,2021-05-01 00:00:00,R,Reg
1,None,2021-06-11 00:00:00,1,DOCTOR,Doctor BiWeekly,1934,Y,2021-06-05 00:00:00,2021-05-23 00:00:00,R,Reg
1,None,2021-06-11 00:00:00,1,HOURLY,Hourly BiWeekly,1870,Y,2021-06-05 00:00:00,2021-05-23 00:00:00,R,Reg
1,None,2021-06-11 00:00:00,1,SALARY,Salaried Biweekly,1896,Y,2021-06-05 00:00:00,2021-05-23 00:00:00,R,Reg
1,None,2021-07-09 00:00:00,1,DOCTOR,Doctor BiWeekly,1936,Y,2021-07-03 00:00:00,2021-06-20 00:00:00,R,Reg
1,None,2021-07-09 00:00:00,1,HOURLY,Hourly BiWeekly,1872,Y,2021-07-03 00:00:00,2021-06-20 00:00:00,R,Reg
1,None,2021-07-09 00:00:00,1,SALARY,Salaried Biweekly,1898,Y,2021-07-03 00:00:00,2021-06-20 00:00:00,R,Reg
1,None,2021-07-27 00:00:00,1,DOCTM,Doctor Monthly,1917,Y,2021-07-31 00:00:00,2021-07-01 00:00:00,R,Reg
1,None,2021-08-06 00:00:00,1,DOCTOR,Doctor BiWeekly,1938,Y,2021-07-31 00:00:00,2021-07-18 00:00:00,R,Reg
1,None,2021-08-06 00:00:00,1,HOURLY,Hourly BiWeekly,1874,Y,2021-07-31 00:00:00,2021-07-18 00:00:00,R,Reg
1,None,2021-08-06 00:00:00,1,SALARY,Salaried Biweekly,1900,Y,2021-07-31 00:00:00,2021-07-18 00:00:00,R,Reg
1,None,2021-08-27 00:00:00,1,DOCTM,Doctor Monthly,1918,Y,2021-08-31 00:00:00,2021-08-01 00:00:00,R,Reg
1,None,2021-09-03 00:00:00,1,DOCTOR,Doctor BiWeekly,1940,Y,2021-08-28 00:00:00,2021-08-15 00:00:00,R,Reg
1,None,2021-09-03 00:00:00,1,HOURLY,Hourly BiWeekly,1876,Y,2021-08-28 00:00:00,2021-08-15 00:00:00,R,Reg
1,None,2021-09-03 00:00:00,1,SALARY,Salaried Biweekly,1902,Y,2021-08-28 00:00:00,2021-08-15 00:00:00,R,Reg
1,None,2021-10-01 00:00:00,1,DOCTOR,Doctor BiWeekly,1942,Y,2021-09-25 00:00:00,2021-09-12 00:00:00,R,Reg
1,None,2021-10-01 00:00:00,1,HOURLY,Hourly BiWeekly,1878,Y,2021-09-25 00:00:00,2021-09-12 00:00:00,R,Reg
1,None,2021-10-01 00:00:00,1,SALARY,Salaried Biweekly,1904,Y,2021-09-25 00:00:00,2021-09-12 00:00:00,R,Reg
1,None,2021-10-27 00:00:00,1,DOCTM,Doctor Monthly,1920,Y,2021-10-31 00:00:00,2021-10-01 00:00:00,R,Reg
1,None,2021-11-12 00:00:00,1,DOCTOR,Doctor BiWeekly,1945,Y,2021-11-06 00:00:00,2021-10-24 00:00:00,R,Reg
1,None,2021-11-12 00:00:00,1,HOURLY,Hourly BiWeekly,1881,Y,2021-11-06 00:00:00,2021-10-24 00:00:00,R,Reg
1,None,2021-11-12 00:00:00,1,SALARY,Salaried Biweekly,1907,Y,2021-11-06 00:00:00,2021-10-24 00:00:00,R,Reg
1,None,2021-11-26 00:00:00,1,DOCTM,Doctor Monthly,1921,Y,2021-11-30 00:00:00,2021-11-01 00:00:00,R,Reg
1,None,2021-12-10 00:00:00,1,DOCTOR,Doctor BiWeekly,1947,Y,2021-12-04 00:00:00,2021-11-21 00:00:00,R,Reg
1,None,2021-12-10 00:00:00,1,HOURLY,Hourly BiWeekly,1883,Y,2021-12-04 00:00:00,2021-11-21 00:00:00,R,Reg
1,None,2021-12-10 00:00:00,1,SALARY,Salaried Biweekly,1909,Y,2021-12-04 00:00:00,2021-11-21 00:00:00,R,Reg
1,None,2022-01-07 00:00:00,1,DOCTOR,Doctor BiWeekly,2056,Y,2022-01-01 00:00:00,2021-12-19 00:00:00,R,Reg
1,None,2022-01-07 00:00:00,1,HOURLY,Hourly BiWeekly,2004,Y,2022-01-01 00:00:00,2021-12-19 00:00:00,R,Reg
1,None,2022-01-07 00:00:00,1,SALARY,Salaried Biweekly,2030,Y,2022-01-01 00:00:00,2021-12-19 00:00:00,R,Reg
1,None,2022-01-28 00:00:00,1,DOCTM,Doctor Monthly,2082,N,2022-01-31 00:00:00,2022-01-01 00:00:00,R,Reg
1,None,2022-02-04 00:00:00,1,DOCTOR,Doctor BiWeekly,2058,Y,2022-01-29 00:00:00,2022-01-16 00:00:00,R,Reg
1,None,2022-02-04 00:00:00,1,HOURLY,Hourly BiWeekly,2006,Y,2022-01-29 00:00:00,2022-01-16 00:00:00,R,Reg
1,None,2022-02-04 00:00:00,1,SALARY,Salaried Biweekly,2032,Y,2022-01-29 00:00:00,2022-01-16 00:00:00,R,Reg
1,None,2022-02-28 00:00:00,1,DOCTM,Doctor Monthly,2083,N,2022-02-28 00:00:00,2022-02-01 00:00:00,R,Reg
1,None,2022-03-04 00:00:00,1,DOCTOR,Doctor BiWeekly,2060,Y,2022-02-26 00:00:00,2022-02-13 00:00:00,R,Reg
1,None,2022-03-04 00:00:00,1,HOURLY,Hourly BiWeekly,2008,Y,2022-02-26 00:00:00,2022-02-13 00:00:00,R,Reg
1,None,2022-03-04 00:00:00,1,SALARY,Salaried Biweekly,2034,Y,2022-02-26 00:00:00,2022-02-13 00:00:00,R,Reg
1,None,2022-04-01 00:00:00,1,DOCTOR,Doctor BiWeekly,2062,Y,2022-03-26 00:00:00,2022-03-13 00:00:00,R,Reg
1,None,2022-04-01 00:00:00,1,HOURLY,Hourly BiWeekly,2010,Y,2022-03-26 00:00:00,2022-03-13 00:00:00,R,Reg
1,None,2022-04-01 00:00:00,1,SALARY,Salaried Biweekly,2036,Y,2022-03-26 00:00:00,2022-03-13 00:00:00,R,Reg
1,None,2022-04-28 00:00:00,1,DOCTM,Doctor Monthly,2085,N,2022-04-30 00:00:00,2022-04-01 00:00:00,R,Reg
1,None,2022-05-13 00:00:00,1,DOCTOR,Doctor BiWeekly,2065,Y,2022-05-07 00:00:00,2022-04-24 00:00:00,R,Reg
1,None,2022-05-13 00:00:00,1,HOURLY,Hourly BiWeekly,2013,Y,2022-05-07 00:00:00,2022-04-24 00:00:00,R,Reg
1,None,2022-05-13 00:00:00,1,SALARY,Salaried Biweekly,2039,Y,2022-05-07 00:00:00,2022-04-24 00:00:00,R,Reg
1,None,2022-05-27 00:00:00,1,DOCTM,Doctor Monthly,2086,N,2022-05-31 00:00:00,2022-05-01 00:00:00,R,Reg
1,None,2022-06-10 00:00:00,1,DOCTOR,Doctor BiWeekly,2067,Y,2022-06-04 00:00:00,2022-05-22 00:00:00,R,Reg
1,None,2022-06-10 00:00:00,1,HOURLY,Hourly BiWeekly,2015,Y,2022-06-04 00:00:00,2022-05-22 00:00:00,R,Reg
1,None,2022-06-10 00:00:00,1,SALARY,Salaried Biweekly,2041,Y,2022-06-04 00:00:00,2022-05-22 00:00:00,R,Reg
1,None,2022-07-08 00:00:00,1,DOCTOR,Doctor BiWeekly,2069,Y,2022-07-02 00:00:00,2022-06-19 00:00:00,R,Reg
1,None,2022-07-08 00:00:00,1,HOURLY,Hourly BiWeekly,2017,Y,2022-07-02 00:00:00,2022-06-19 00:00:00,R,Reg
1,None,2022-07-08 00:00:00,1,SALARY,Salaried Biweekly,2043,Y,2022-07-02 00:00:00,2022-06-19 00:00:00,R,Reg
1,None,2022-07-28 00:00:00,1,DOCTM,Doctor Monthly,2088,N,2022-07-31 00:00:00,2022-07-01 00:00:00,R,Reg
1,None,2022-08-05 00:00:00,1,DOCTOR,Doctor BiWeekly,2071,Y,2022-07-30 00:00:00,2022-07-17 00:00:00,R,Reg
1,None,2022-08-05 00:00:00,1,HOURLY,Hourly BiWeekly,2019,Y,2022-07-30 00:00:00,2022-07-17 00:00:00,R,Reg
1,None,2022-08-05 00:00:00,1,SALARY,Salaried Biweekly,2045,Y,2022-07-30 00:00:00,2022-07-17 00:00:00,R,Reg
1,None,2022-08-26 00:00:00,1,DOCTM,Doctor Monthly,2089,N,2022-08-31 00:00:00,2022-08-01 00:00:00,R,Reg
1,None,2022-09-02 00:00:00,1,DOCTOR,Doctor BiWeekly,2073,Y,2022-08-27 00:00:00,2022-08-14 00:00:00,R,Reg
1,None,2022-09-02 00:00:00,1,HOURLY,Hourly BiWeekly,2021,Y,2022-08-27 00:00:00,2022-08-14 00:00:00,R,Reg
1,None,2022-09-02 00:00:00,1,SALARY,Salaried Biweekly,2047,Y,2022-08-27 00:00:00,2022-08-14 00:00:00,R,Reg
1,None,2022-10-14 00:00:00,1,DOCTOR,Doctor BiWeekly,2076,Y,2022-10-08 00:00:00,2022-09-25 00:00:00,R,Reg
1,None,2022-10-14 00:00:00,1,HOURLY,Hourly BiWeekly,2024,Y,2022-10-08 00:00:00,2022-09-25 00:00:00,R,Reg
1,None,2022-10-14 00:00:00,1,SALARY,Salaried Biweekly,2050,Y,2022-10-08 00:00:00,2022-09-25 00:00:00,R,Reg
1,None,2022-10-28 00:00:00,1,DOCTM,Doctor Monthly,2091,N,2022-10-31 00:00:00,2022-10-01 00:00:00,R,Reg
1,None,2022-11-10 00:00:00,1,DOCTOR,Doctor BiWeekly,2078,Y,2022-11-05 00:00:00,2022-10-23 00:00:00,R,Reg
1,None,2022-11-10 00:00:00,1,HOURLY,Hourly BiWeekly,2026,Y,2022-11-05 00:00:00,2022-10-23 00:00:00,R,Reg
1,None,2022-11-10 00:00:00,1,SALARY,Salaried Biweekly,2052,Y,2022-11-05 00:00:00,2022-10-23 00:00:00,R,Reg
1,None,2022-11-28 00:00:00,1,DOCTM,Doctor Monthly,2092,N,2022-11-30 00:00:00,2022-11-01 00:00:00,R,Reg
1,None,2022-12-09 00:00:00,1,DOCTOR,Doctor BiWeekly,2080,Y,2022-12-03 00:00:00,2022-11-20 00:00:00,R,Reg
1,None,2022-12-09 00:00:00,1,HOURLY,Hourly BiWeekly,2028,Y,2022-12-03 00:00:00,2022-11-20 00:00:00,R,Reg
1,None,2022-12-09 00:00:00,1,SALARY,Salaried Biweekly,2054,Y,2022-12-03 00:00:00,2022-11-20 00:00:00,R,Reg
1,None,2023-01-06 00:00:00,1,DOCTOR,Doctor BiWeekly,2129,Y,2022-12-31 00:00:00,2022-12-18 00:00:00,R,Reg
1,None,2023-01-06 00:00:00,1,HOURLY,Hourly BiWeekly,2155,Y,2022-12-31 00:00:00,2022-12-18 00:00:00,R,Reg
1,None,2023-01-06 00:00:00,1,SALARY,Salaried Biweekly,2181,Y,2022-12-31 00:00:00,2022-12-18 00:00:00,R,Reg
1,None,2023-02-03 00:00:00,1,DOCTOR,Doctor BiWeekly,2131,Y,2023-01-28 00:00:00,2023-01-15 00:00:00,R,Reg
1,None,2023-02-03 00:00:00,1,HOURLY,Hourly BiWeekly,2157,Y,2023-01-28 00:00:00,2023-01-15 00:00:00,R,Reg
1,None,2023-02-03 00:00:00,1,SALARY,Salaried Biweekly,2183,Y,2023-01-28 00:00:00,2023-01-15 00:00:00,R,Reg
1,None,2023-03-03 00:00:00,1,DOCTOR,Doctor BiWeekly,2133,Y,2023-02-25 00:00:00,2023-02-12 00:00:00,R,Reg
1,None,2023-03-03 00:00:00,1,HOURLY,Hourly BiWeekly,2159,Y,2023-02-25 00:00:00,2023-02-12 00:00:00,R,Reg
1,None,2023-03-03 00:00:00,1,SALARY,Salaried Biweekly,2185,Y,2023-02-25 00:00:00,2023-02-12 00:00:00,R,Reg
1,None,2023-04-14 00:00:00,1,DOCTOR,Doctor BiWeekly,2136,Y,2023-04-08 00:00:00,2023-03-26 00:00:00,R,Reg
1,None,2023-04-14 00:00:00,1,HOURLY,Hourly BiWeekly,2162,Y,2023-04-08 00:00:00,2023-03-26 00:00:00,R,Reg
1,None,2023-04-14 00:00:00,1,SALARY,Salaried Biweekly,2188,Y,2023-04-08 00:00:00,2023-03-26 00:00:00,R,Reg
1,None,2023-05-12 00:00:00,1,DOCTOR,Doctor BiWeekly,2138,Y,2023-05-06 00:00:00,2023-04-23 00:00:00,R,Reg
1,None,2023-05-12 00:00:00,1,HOURLY,Hourly BiWeekly,2164,Y,2023-05-06 00:00:00,2023-04-23 00:00:00,R,Reg
1,None,2023-05-12 00:00:00,1,SALARY,Salaried Biweekly,2190,Y,2023-05-06 00:00:00,2023-04-23 00:00:00,R,Reg
1,None,2023-06-09 00:00:00,1,DOCTOR,Doctor BiWeekly,2140,N,2023-06-03 00:00:00,2023-05-21 00:00:00,R,Reg
1,None,2023-06-09 00:00:00,1,HOURLY,Hourly BiWeekly,2166,N,2023-06-03 00:00:00,2023-05-21 00:00:00,R,Reg
1,None,2023-06-09 00:00:00,1,SALARY,Salaried Biweekly,2192,N,2023-06-03 00:00:00,2023-05-21 00:00:00,R,Reg
